Place Name,Quarter,State,Total Amount,Total Transactions count,Year
surguja district,3,chhattisgarh,222467433.6999454,123129.0,2018
dantewada district,3,chhattisgarh,61983191.57948123,30707.0,2018
gariyaband district,3,chhattisgarh,100197481.73082681,68853.0,2018
durg district,3,chhattisgarh,670651315.7474772,397408.0,2018
rajnandgaon district,3,chhattisgarh,234428137.0642784,154856.0,2018
raipur district,3,chhattisgarh,1235190303.9525871,659871.0,2018
narayanpur district,3,chhattisgarh,14992218.06733288,10326.0,2018
kanker district,3,chhattisgarh,99066430.65690401,62200.0,2018
korea district,3,chhattisgarh,151849657.8546473,79975.0,2018
mungeli district,3,chhattisgarh,58982986.652589284,40168.0,2018
bilaspur district,3,chhattisgarh,498127861.8344182,335751.0,2018
balrampur district,3,chhattisgarh,150052868.2734201,59664.0,2018
bijapur district,3,chhattisgarh,52221607.48542527,23318.0,2018
bemetara district,3,chhattisgarh,110600944.8871254,73056.0,2018
bastar district,3,chhattisgarh,152773164.90885532,84286.0,2018
kondagaon district,3,chhattisgarh,70026983.47794574,42641.0,2018
mahasamund district,3,chhattisgarh,199853879.3501245,125671.0,2018
dhamtari district,4,chhattisgarh,164708733.9683275,108799.0,2018
korba district,4,chhattisgarh,480365449.4232616,270387.0,2018
surajpur district,4,chhattisgarh,192938270.21663082,109764.0,2018
baloda bazar district,4,chhattisgarh,295982106.3689024,190033.0,2018
sukma district,4,chhattisgarh,66493047.423630126,29759.0,2018
raigarh district,4,chhattisgarh,609355216.1028209,371009.0,2018
janjgir champa district,4,chhattisgarh,1023380162.5726811,669790.0,2018
jashpur district,4,chhattisgarh,181439133.7637751,91425.0,2018
balod district,4,chhattisgarh,149467198.1419273,101967.0,2018
kabirdham district,4,chhattisgarh,130261125.4707921,90957.0,2018
surguja district,4,chhattisgarh,354179706.545066,174043.0,2018
dantewada district,4,chhattisgarh,114087585.90967669,51960.0,2018
gariyaband district,4,chhattisgarh,154467158.4469632,82751.0,2018
durg district,4,chhattisgarh,944287367.5683255,529904.0,2018
rajnandgaon district,4,chhattisgarh,352901504.7825988,204099.0,2018
raipur district,4,chhattisgarh,1740861108.0445871,891868.0,2018
narayanpur district,4,chhattisgarh,37921533.675898485,20798.0,2018
kanker district,4,chhattisgarh,204619479.1118606,102769.0,2018
korea district,4,chhattisgarh,237083469.33324972,122536.0,2018
mungeli district,4,chhattisgarh,106414846.4366348,82792.0,2018
bilaspur district,4,chhattisgarh,730446431.89519,471373.0,2018
balrampur district,4,chhattisgarh,247643052.91707122,92320.0,2018
bijapur district,4,chhattisgarh,83030265.77317062,38826.0,2018
bemetara district,4,chhattisgarh,156087709.9343459,100405.0,2018
bastar district,4,chhattisgarh,240073969.6764028,123188.0,2018
kondagaon district,4,chhattisgarh,120750465.6386864,63449.0,2018
mahasamund district,4,chhattisgarh,297166565.82886094,178873.0,2018
dhamtari district,1,chhattisgarh,209101529.89930612,127393.0,2019
korba district,1,chhattisgarh,577233813.7773559,372554.0,2019
surajpur district,1,chhattisgarh,231844122.91644692,147208.0,2019
baloda bazar district,1,chhattisgarh,389323840.7684001,241579.0,2019
sukma district,1,chhattisgarh,89330823.71831319,43905.0,2019
raigarh district,1,chhattisgarh,806661077.7315384,487271.0,2019
janjgir champa district,1,chhattisgarh,1002709901.1296661,772956.0,2019
jashpur district,1,chhattisgarh,222488873.21001583,110172.0,2019
balod district,1,chhattisgarh,177414584.9702202,121587.0,2019
kabirdham district,1,chhattisgarh,163043397.6826554,119875.0,2019
surguja district,1,chhattisgarh,429088362.04631805,227723.0,2019
dantewada district,1,chhattisgarh,131673356.21701251,63018.0,2019
gariyaband district,1,chhattisgarh,168035253.8476673,92577.0,2019
durg district,1,chhattisgarh,1453318461.819101,1008156.0,2019
rajnandgaon district,1,chhattisgarh,400107405.4412125,247733.0,2019
raipur district,1,chhattisgarh,2956050311.786186,1847370.0,2019
narayanpur district,1,chhattisgarh,49783663.73427805,26074.0,2019
kanker district,1,chhattisgarh,239779871.5652148,122627.0,2019
korea district,1,chhattisgarh,271127156.5348416,161384.0,2019
mungeli district,1,chhattisgarh,130902009.11196321,79597.0,2019
bilaspur district,1,chhattisgarh,1049002076.629693,760633.0,2019
balrampur district,1,chhattisgarh,312596791.4590051,115076.0,2019
bijapur district,1,chhattisgarh,92607592.19433284,47810.0,2019
bemetara district,1,chhattisgarh,185597215.9945584,110242.0,2019
bastar district,1,chhattisgarh,303174307.19293064,164104.0,2019
kondagaon district,1,chhattisgarh,132832437.7996051,73753.0,2019
mahasamund district,1,chhattisgarh,369728146.1505085,195292.0,2019
dhamtari district,2,chhattisgarh,224601064.6083994,129792.0,2019
korba district,2,chhattisgarh,647738439.6403924,333692.0,2019
surajpur district,2,chhattisgarh,271873847.06389415,132413.0,2019
baloda bazar district,2,chhattisgarh,425860968.5523947,221143.0,2019
sukma district,2,chhattisgarh,135038882.882712,49779.0,2019
raigarh district,2,chhattisgarh,837453321.4246501,431031.0,2019
janjgir champa district,2,chhattisgarh,924458855.5334843,559574.0,2019
jashpur district,2,chhattisgarh,264280533.1828053,117254.0,2019
balod district,2,chhattisgarh,214449206.33355328,126367.0,2019
kabirdham district,2,chhattisgarh,192177770.6921211,112190.0,2019
surguja district,2,chhattisgarh,486013730.8877815,217707.0,2019
dantewada district,2,chhattisgarh,170474770.3600447,67171.0,2019
gariyaband district,2,chhattisgarh,183912563.0820059,88745.0,2019
durg district,2,chhattisgarh,2380514730.2993517,1547551.0,2019
rajnandgaon district,2,chhattisgarh,483937834.9265368,254329.0,2019
raipur district,2,chhattisgarh,5288462569.173023,3068366.0,2019
narayanpur district,2,chhattisgarh,53965415.924745716,28248.0,2019
kanker district,2,chhattisgarh,288031799.8913356,126925.0,2019
korea district,2,chhattisgarh,294485943.67718244,144064.0,2019
mungeli district,2,chhattisgarh,155911222.3354161,77646.0,2019
bilaspur district,2,chhattisgarh,1454675923.9684181,845039.0,2019
balrampur district,2,chhattisgarh,347340407.5913938,119100.0,2019
bijapur district,2,chhattisgarh,165337534.9137666,62405.0,2019
bemetara district,2,chhattisgarh,196623353.2344567,109005.0,2019
bastar district,2,chhattisgarh,366941641.64429337,162781.0,2019
kondagaon district,2,chhattisgarh,156325610.658601,71252.0,2019
mahasamund district,2,chhattisgarh,391467746.3395828,186376.0,2019
dhamtari district,3,chhattisgarh,267008482.5539409,178554.0,2019
korba district,3,chhattisgarh,720041271.8570987,423953.0,2019
surajpur district,3,chhattisgarh,289672854.9581479,164739.0,2019
baloda bazar district,3,chhattisgarh,476320269.7149237,290500.0,2019
sukma district,3,chhattisgarh,156368729.45162582,69659.0,2019
raigarh district,3,chhattisgarh,927881426.8494443,551609.0,2019
janjgir champa district,3,chhattisgarh,1162313123.096526,796397.0,2019
jashpur district,3,chhattisgarh,259121301.6782804,152015.0,2019
balod district,3,chhattisgarh,249468764.90815687,162963.0,2019
kabirdham district,3,chhattisgarh,217234590.16390422,143834.0,2019
surguja district,3,chhattisgarh,535846373.8872171,293050.0,2019
dantewada district,3,chhattisgarh,207146775.6195376,100063.0,2019
gariyaband district,3,chhattisgarh,198947427.6669057,118147.0,2019
durg district,3,chhattisgarh,2714043340.330802,2023250.0,2019
rajnandgaon district,3,chhattisgarh,543905597.005911,347908.0,2019
raipur district,3,chhattisgarh,6485603479.074835,3977297.0,2019
narayanpur district,3,chhattisgarh,62303879.75476987,38609.0,2019
kanker district,3,chhattisgarh,350436897.7548141,187349.0,2019
korea district,3,chhattisgarh,332214564.5644927,179034.0,2019
mungeli district,3,chhattisgarh,160821668.56034932,91597.0,2019
bilaspur district,3,chhattisgarh,1661024492.587059,998165.0,2019
balrampur district,3,chhattisgarh,357557994.3477639,149868.0,2019
bijapur district,3,chhattisgarh,198283499.3562588,91833.0,2019
bemetara district,3,chhattisgarh,215769361.95399198,144795.0,2019
bastar district,3,chhattisgarh,425608185.85891277,223444.0,2019
kondagaon district,3,chhattisgarh,176502268.42671663,98865.0,2019
mahasamund district,3,chhattisgarh,451812545.4709327,245614.0,2019
dhamtari district,4,chhattisgarh,364594358.2390928,226628.0,2019
korba district,4,chhattisgarh,1007648571.7689121,579614.0,2019
surajpur district,4,chhattisgarh,411575360.1932009,224124.0,2019
baloda bazar district,4,chhattisgarh,645723475.139449,372076.0,2019
sukma district,4,chhattisgarh,205940213.5776856,84343.0,2019
raigarh district,4,chhattisgarh,1244726770.823323,727666.0,2019
janjgir champa district,4,chhattisgarh,1362421999.961806,869528.0,2019
jashpur district,4,chhattisgarh,350361155.71188635,194854.0,2019
balod district,4,chhattisgarh,332199715.104324,211986.0,2019
kabirdham district,4,chhattisgarh,282998909.3669796,185476.0,2019
surguja district,4,chhattisgarh,730934546.7175045,398053.0,2019
dantewada district,4,chhattisgarh,265146167.7387005,117225.0,2019
gariyaband district,4,chhattisgarh,255244213.7711063,147799.0,2019
durg district,4,chhattisgarh,3617557460.460196,2628735.0,2019
rajnandgaon district,4,chhattisgarh,711713323.6292999,445558.0,2019
raipur district,4,chhattisgarh,9527539915.796041,5644383.0,2019
narayanpur district,4,chhattisgarh,79062278.68644199,46004.0,2019
kanker district,4,chhattisgarh,452866036.04157645,232027.0,2019
korea district,4,chhattisgarh,448456877.46415675,244650.0,2019
mungeli district,4,chhattisgarh,211669072.7230063,124192.0,2019
bilaspur district,4,chhattisgarh,2176560885.603438,1367178.0,2019
balrampur district,4,chhattisgarh,479163643.4470446,203589.0,2019
bijapur district,4,chhattisgarh,258665089.07495862,112547.0,2019
bemetara district,4,chhattisgarh,308208450.5400082,183767.0,2019
bastar district,4,chhattisgarh,574718383.181036,290231.0,2019
kondagaon district,4,chhattisgarh,227155762.96871972,123171.0,2019
mahasamund district,4,chhattisgarh,610936099.4831579,320354.0,2019
dhamtari district,1,chhattisgarh,540051855.9444383,327305.0,2020
korba district,1,chhattisgarh,1166839868.146068,718120.0,2020
surajpur district,1,chhattisgarh,473520926.3988182,271529.0,2020
baloda bazar district,1,chhattisgarh,758990785.274246,458451.0,2020
sukma district,1,chhattisgarh,237179270.88055882,103677.0,2020
raigarh district,1,chhattisgarh,1441862102.9480531,853049.0,2020
janjgir champa district,1,chhattisgarh,1488048447.018195,931656.0,2020
jashpur district,1,chhattisgarh,399914857.0065902,245808.0,2020
balod district,1,chhattisgarh,405890896.2419557,266297.0,2020
kabirdham district,1,chhattisgarh,333091859.6139035,226697.0,2020
surguja district,1,chhattisgarh,825221523.2257854,471783.0,2020
dantewada district,1,chhattisgarh,289371036.08131796,137611.0,2020
gariyaband district,1,chhattisgarh,298939099.6167236,179753.0,2020
durg district,1,chhattisgarh,3703033691.573418,2720717.0,2020
rajnandgaon district,1,chhattisgarh,829638269.6108401,530737.0,2020
raipur district,1,chhattisgarh,12890786407.130102,7165357.0,2020
narayanpur district,1,chhattisgarh,94150093.29922323,53826.0,2020
kanker district,1,chhattisgarh,543997906.2762351,286427.0,2020
korea district,1,chhattisgarh,495684980.8372587,282413.0,2020
mungeli district,1,chhattisgarh,245594493.84039807,150686.0,2020
bilaspur district,1,chhattisgarh,2606579319.869314,1626602.0,2020
balrampur district,1,chhattisgarh,538258897.6136359,250651.0,2020
bijapur district,1,chhattisgarh,284069644.9829027,134336.0,2020
bemetara district,1,chhattisgarh,344270011.2919048,228647.0,2020
bastar district,1,chhattisgarh,648430548.0752722,343428.0,2020
kondagaon district,1,chhattisgarh,264923582.99052778,163047.0,2020
mahasamund district,1,chhattisgarh,712257295.5688996,395381.0,2020
dhamtari district,2,chhattisgarh,710351734.8383749,417014.0,2020
korba district,2,chhattisgarh,1508035673.146365,944646.0,2020
surajpur district,2,chhattisgarh,668176436.046548,359594.0,2020
baloda bazar district,2,chhattisgarh,1023037088.342013,633348.0,2020
sukma district,2,chhattisgarh,350776600.2738137,142964.0,2020
raigarh district,2,chhattisgarh,1795114177.701589,1086995.0,2020
janjgir champa district,2,chhattisgarh,2013421603.7532809,1248433.0,2020
jashpur district,2,chhattisgarh,567530236.0333706,352428.0,2020
balod district,2,chhattisgarh,548044714.9343276,375043.0,2020
kabirdham district,2,chhattisgarh,523719319.5328407,326874.0,2020
surguja district,2,chhattisgarh,943051720.5904517,533916.0,2020
dantewada district,2,chhattisgarh,395884888.0561264,185996.0,2020
gariyaband district,2,chhattisgarh,474806305.06376934,256651.0,2020
durg district,2,chhattisgarh,3224351699.513093,2269659.0,2020
rajnandgaon district,2,chhattisgarh,1115085386.2998679,673472.0,2020
raipur district,2,chhattisgarh,8132937028.126704,4506567.0,2020
narayanpur district,2,chhattisgarh,144153919.67027372,79049.0,2020
kanker district,2,chhattisgarh,720470774.5190058,386419.0,2020
korea district,2,chhattisgarh,725095695.8659099,386555.0,2020
mungeli district,2,chhattisgarh,403225447.32623464,233660.0,2020
bilaspur district,2,chhattisgarh,2187204544.331007,1317592.0,2020
balrampur district,2,chhattisgarh,863677503.587856,364767.0,2020
bijapur district,2,chhattisgarh,411677296.5379019,178476.0,2020
bemetara district,2,chhattisgarh,493432459.02954155,326694.0,2020
bastar district,2,chhattisgarh,971932585.9016597,464740.0,2020
kondagaon district,2,chhattisgarh,365998866.829898,214666.0,2020
mahasamund district,2,chhattisgarh,987188501.049283,554707.0,2020
dhamtari district,3,chhattisgarh,785732349.938926,464301.0,2020
korba district,3,chhattisgarh,2009501714.604192,1244497.0,2020
surajpur district,3,chhattisgarh,871383230.306056,466294.0,2020
baloda bazar district,3,chhattisgarh,1235479975.3188782,771002.0,2020
sukma district,3,chhattisgarh,438530201.21579146,169385.0,2020
raigarh district,3,chhattisgarh,2458680204.786008,1433072.0,2020
janjgir champa district,3,chhattisgarh,2490630273.085557,1514440.0,2020
jashpur district,3,chhattisgarh,733938150.3368851,430402.0,2020
balod district,3,chhattisgarh,733232796.0256181,471846.0,2020
kabirdham district,3,chhattisgarh,608806472.2682916,402381.0,2020
surguja district,3,chhattisgarh,1327658513.4476821,707337.0,2020
dantewada district,3,chhattisgarh,513318881.20000595,229155.0,2020
gariyaband district,3,chhattisgarh,526052466.3261549,302410.0,2020
durg district,3,chhattisgarh,4422630206.029019,3050549.0,2020
rajnandgaon district,3,chhattisgarh,1486830890.338572,877383.0,2020
raipur district,3,chhattisgarh,10684762115.03383,6042530.0,2020
narayanpur district,3,chhattisgarh,172616130.5030778,88855.0,2020
kanker district,3,chhattisgarh,944194080.7817578,458506.0,2020
korea district,3,chhattisgarh,903153468.0155666,505107.0,2020
mungeli district,3,chhattisgarh,440214275.0515954,261398.0,2020
bilaspur district,3,chhattisgarh,2896159000.806561,1745292.0,2020
balrampur district,3,chhattisgarh,1014202448.380359,441036.0,2020
bijapur district,3,chhattisgarh,499340515.0420793,211349.0,2020
bemetara district,3,chhattisgarh,568030403.7356443,391183.0,2020
bastar district,3,chhattisgarh,996159111.5029507,494723.0,2020
kondagaon district,3,chhattisgarh,472823128.60652775,262629.0,2020
mahasamund district,3,chhattisgarh,1292683804.8464172,711477.0,2020
dhamtari district,4,chhattisgarh,1116630006.008595,624812.0,2020
korba district,4,chhattisgarh,3184943428.382209,1984429.0,2020
surajpur district,4,chhattisgarh,1305789055.476889,676567.0,2020
baloda bazar district,4,chhattisgarh,1896871501.902258,1079166.0,2020
sukma district,4,chhattisgarh,638524490.7419174,238465.0,2020
raigarh district,4,chhattisgarh,3637725480.8909154,2064164.0,2020
janjgir champa district,4,chhattisgarh,3743676244.6136427,2192318.0,2020
jashpur district,4,chhattisgarh,1101179048.8851101,599900.0,2020
balod district,4,chhattisgarh,1065314612.5838511,653978.0,2020
kabirdham district,4,chhattisgarh,894582481.4049556,551734.0,2020
surguja district,4,chhattisgarh,2064653403.74909,1086420.0,2020
dantewada district,4,chhattisgarh,789981955.5130013,318775.0,2020
gariyaband district,4,chhattisgarh,739494892.833446,417169.0,2020
durg district,4,chhattisgarh,7302773368.858854,4913427.0,2020
rajnandgaon district,4,chhattisgarh,2254466252.901078,1290120.0,2020
raipur district,4,chhattisgarh,14747848599.148949,8570997.0,2020
narayanpur district,4,chhattisgarh,257167467.5268439,126331.0,2020
kanker district,4,chhattisgarh,1358849804.8078861,634514.0,2020
korea district,4,chhattisgarh,1395166961.770502,754942.0,2020
mungeli district,4,chhattisgarh,666087422.2678833,363678.0,2020
bilaspur district,4,chhattisgarh,4829260316.92908,2837963.0,2020
balrampur district,4,chhattisgarh,1340368849.400052,578790.0,2020
bijapur district,4,chhattisgarh,766898011.8716979,307460.0,2020
bemetara district,4,chhattisgarh,870151678.1162208,520944.0,2020
